"name","sku","memory_capacity","memory_speed","dram_module_brand"
"Qimonda DDR3 2GB 2048MB PC3-10600S 1333MHz Lodimm Desktop Memory DRAM 240pin","osst-20110518095730","2GB","","Blank"
"Hynix DDR3 1GB 1024MB PC3-10600S 1333MHz Sodimm Laptop Memory DRAM 204pin Notebook","osst-20110518100006","1GB","","Blank"
"Hynix DDR3 2GB 2048MB PC3-10600S 1333MHz Sodimm Laptop Memory DRAM 204pin Notebook","osst-20110518100408","2GB","","Blank"
"Hynix DDR3 1GB 1024MB PC3-8500S 1066MHz Sodimm Laptop Memory DRAM 204pin Notebook","osst-20110518100450","1GB","","Blank"
"Hynix DDR3 2GB 2048MB PC3-8500S 1066MHz Sodimm Laptop Memory DRAM 204pin Notebook","osst-20110518101017","2GB","","Blank"
"Hynix DDR3 4GB 4096MB PC3-8500S 1066MHz Sodimm Laptop Memory DRAM 204pin Notebook","osst-20110518101521","4GB","","Blank"
"Hynix DDR3 4GB 4096MB PC3-10600S 1333MHz Sodimm Laptop Memory DRAM 204pin Notebook","osst-20110518101854","4GB","","Blank"
"Hynix DDR3 1GB 1024MB PC3-8500U 8500S 1066MHz Lodimm Desktop Memory DRAM 240pin ","osst-20110518103019","1GB","","Blank"
"Hynix DDR3 1GB 1024MB PC3-10600S 1333MHz Lodimm Desktop Memory DRAM 240pin ","osst-20110518103335","1GB","","Blank"
"Hynix DDR3 2GB 2048MB PC3-8500S 1066MHz Lodimm Desktop Memory DRAM 240pin","osst-20110519014802","2GB","","Blank"
"Hynix DDR3 2GB 2048MB PC3-10600S 1333MHz Lodimm Desktop Memory DRAM 240pin","osst-20110519015101","2GB","","Blank"
"Hynix DDR3 4GB PC3-10600S 1333MHz Lodimm Desktop Memory DRAM 240pin","osst-20110519015325","4GB","","Blank"
"Hynix DDR3 4GB PC3-8500S 1066MHz Lodimm Desktop Memory DRAM 240pin","osst-20110519015758","4GB","","Blank"
"Micron DDR3 1GB 1024MB PC3-8500S 1066MHz Sodimm Laptop Memory DRAM 204pin Notebook","osst-20110519020234","1GB","","Blank"
"Micron DDR3 1GB 1024MB PC3-10600S 1333MHz Sodimm Laptop Memory DRAM 204pin Notebook","osst-20110519020625","1GB","","Blank"
"Micron DDR3 2GB PC3-10600S 1333MHz Sodimm Laptop Memory DRAM 204pin Notebook","osst-20110519021449","2GB","","Blank"
"Micron DDR3 2GB PC3-8500S 1066MHz Sodimm Laptop Memory DRAM 204pin Notebook","osst-20110519021659","2GB","","Blank"
"Micron DDR3 4GB PC3-10600S 1333MHz Sodimm Laptop Memory DRAM 204pin Notebook","osst-20110519022008","4GB","","Blank"
"Micron DDR3 4GB PC3-8500S 1066MHz Sodimm Laptop Memory DRAM 204pin Notebook","osst-20110519022317","4GB","","Blank"
"Elpida DDR3 1GB 1024MB PC3-8500S 1066MHz Sodimm Laptop Memory DRAM 204pin Notebook","osst-20110519022915","1GB","","Blank"
"Elpida DDR3 2GB PC3-8500S 1066MHz Sodimm Laptop Memory DRAM 204pin Notebook","osst-20110519023712","2GB","","Blank"
"Elpida DDR3 2GB PC3-10600S 1333MHz Sodimm Laptop Memory DRAM 204pin Notebook","osst-20110519023948","2GB","","Blank"
"Elpida DDR3 4GB PC3-8500S 1066MHz Sodimm Laptop Memory DRAM 204pin Notebook","osst-20110519024453","4GB","","Blank"
"Elpida DDR3 4GB PC3-10600S 1333MHz Sodimm Laptop Memory DRAM 204pin Notebook","osst-20110519024759","4GB","","Blank"
"Nanya DDR3 1GB 1024MB PC3-8500S 1066MHz Sodimm Laptop Memory DRAM 204pin Notebook","osst-20110519025907","1GB","","Nanya"
"Nanya DDR3 1GB PC3-10600S 1333MHz Sodimm Laptop Memory DRAM 204pin Notebook","osst-20110519030222","1GB","","Nanya"
"elixir DDR3 1GB 1024MB PC3-8500S 1066MHz Sodimm Laptop Memory DRAM 204pin Notebook","osst-20110519030440","1GB","","Blank"
"elixir DDR3 1GB 1024MB PC3-10600S 1333MHz Sodimm Laptop Memory DRAM 204pin Notebook","osst-20110519030720","1GB","","Blank"
"Nanya DDR3 2GB 2048MB PC3-8500S 1066MHz Sodimm Laptop Memory DRAM 204pin Notebook","osst-20110519030911","2GB","","Nanya"
"elixir DDR3 2GB 2048MB PC3-8500S 1066MHz Sodimm Laptop Memory DRAM 204pin Notebook","osst-20110519031127","2GB","","Blank"
"elixir DDR3 2GB 2048MB PC3-10600S 1333MHz Sodimm Laptop Memory DRAM 204pin Notebook","osst-20110519031258","2GB","","Blank"
"Nanya DDR3 2GB 2048MB PC3-10600S 1333MHz Sodimm Laptop Memory DRAM 204pin Notebook","osst-20110519031551","2GB","","Nanya"
"Nanya DDR3 4GB PC3-8500S 1066MHz Sodimm Laptop Memory DRAM 204pin Notebook","osst-20110519031813","4GB","","Nanya"
"elixir DDR3 4GB PC3-8500S 1066MHz Sodimm Laptop Memory DRAM 204pin Notebook","osst-20110519032111","4GB","","Blank"
"elixir DDR3 4GB PC3-10600S 1333MHz Sodimm Laptop Memory DRAM 204pin Notebook","osst-20110519032243","4GB","","Blank"
"Nanya DDR3 4GB PC3-10600S 1333MHz Sodimm Laptop Memory DRAM 204pin Notebook","osst-20110519032510","4GB","","Nanya"
"Nanya DDR3 1GB 1024MB PC3-8500S 1066MHz Lodimm Desktop Memory DRAM 240pin","osst-20110519033024","1GB","","Nanya"
"Nanya DDR3 1GB 1024MB PC3-10600S 1333MHz Lodimm Desktop Memory DRAM 240pin","osst-20110519033342","1GB","","Nanya"
"Nanya DDR3 2GB PC3-10600S 1333MHz Lodimm Desktop Memory DRAM 240pin","osst-20110519033511","2GB","","Nanya"
"Nanya DDR3 2GB PC3-8500S 1066MHz Lodimm Desktop Memory DRAM 240pin","osst-20110519033729","2GB","","Nanya"
"elixir DDR3 1GB 1024MB PC3-10600S 1333MHz Lodimm Desktop Memory DRAM 240pin","osst-20110519034002","1GB","","Blank"
"elixir DDR3 1GB 1024MB PC3-8500u 1066MHz Lodimm Desktop Memory DRAM 240pin","osst-20110519034217","1GB","","Blank"
"Nanya DDR3 4GB PC3-8500S 1066MHz Lodimm Desktop Memory DRAM 240pin","osst-20110519034552","4GB","","Nanya"
"Nanya DDR3 4GB PC3-10600S 1333MHz Lodimm Desktop Memory DRAM 240pin","osst-20110519034748","4GB","","Nanya"
"elixir DDR3 2GB PC3-8500S 1066MHz Lodimm Desktop Memory DRAM 240pin","osst-20110519035138","2GB","","Blank"
"elixir DDR3 2GB PC3-10600S 1333MHz Lodimm Desktop Memory DRAM 240pin","osst-20110519035326","2GB","","Blank"
"elixir DDR3 4GB PC3-8500S 1066MHz Lodimm Desktop Memory DRAM 240pin","osst-20110519035534","4GB","","Blank"
"elixir DDR3 4GB PC3-10600u 1333MHz Lodimm Desktop Memory DRAM 240pin","osst-20110519035713","4GB","","Blank"
"Infineon DDR2 512MB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin","osst-20110519071616","512MB","","Blank"
"Infineon DDR2 1GB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110519075928","1GB","","Blank"
"Infineon DDR2 1GB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110519082231","1GB","","Blank"
"Infineon DDR2 1GB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110519082406","1GB","","Blank"
"Hynix DDR2 512MB PC2-4200S 533MHz Lodimm Desktop Memory DRAM 240pin","osst-20110520030705","512MB","","Blank"
"Hynix DDR2 512MB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin","osst-20110520032414","512MB","","Blank"
"Hynix DDR2 512MB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110520034322","512MB","","Blank"
"Hynix DDR2 512MB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110520034926","512MB","","Blank"
"Hynix DDR2 1GB 1024MB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110520040026","1GB","","Blank"
"Hynix DDR2 1GB 1024MB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110520040753","1GB","","Blank"
"Hynix DDR2 1GB 1024MB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110520041019","1GB","","Blank"
"Hynix DDR2 1GB 1024MB PC2-4200S 533MHz Lodimm Desktop Memory DRAM 240pin","osst-20110520041912","1GB","","Blank"
"Hynix DDR2 1GB 1024MB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin","osst-20110520042623","1GB","","Blank"
"Hynix DDR2 1GB 1024MB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin","osst-20110520043022","1GB","","Blank"
"Hynix DDR2 2GB 2048MB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110520044136","2GB","","Blank"
"Hynix DDR2 2GB 2048MB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110520080537","2GB","","Blank"
"Hynix DDR2 2GB 2048MB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110520080741","2GB","","Blank"
"Hynix DDR2 2GB PC2-4200S 533MHz Lodimm Desktop Memory DRAM 240pin","osst-20110520082002","2GB","","Blank"
"Hynix DDR2 2GB PC2-4200S 533MHz Lodimm Desktop Memory DRAM 240pin","osst-20110520082352","2GB","","Blank"
"Hynix DDR2 2GB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin","osst-20110520082738","2GB","","Blank"
"Hynix DDR2 2GB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin","osst-20110520082920","2GB","","Blank"
"Hynix DDR2 4GB 4096MB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110520083617","4GB","","Blank"
"Hynix DDR2 4GB 4096MB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110520084004","4GB","","Blank"
"Hynix DDR2 4GB 4096MB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110520084145","4GB","","Blank"
"Hynix DDR2 4GB 4096MB PC2-4200S 533MHz Lodimm Desktop Memory DRAM 240pin","osst-20110520085141","4GB","","Blank"
"Hynix DDR2 4GB 4096MB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin","osst-20110520085440","4GB","","Blank"
"Hynix DDR2 4GB 4096MB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin","osst-20110520085629","4GB","","Blank"
"Samsung DDR2 512MB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin","osst-20110520095925","512MB","","Blank"
"Samsung DDR2 512MB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin","osst-20110520100316","512MB","","Blank"
"Samsung DDR2 512MB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin","osst-20110520100930","512MB","","Blank"
"Samsung DDR2 512MB PC2-4200S 533MHz Lodimm Desktop Memory DRAM 240pin","osst-20110520101506","512MB","","Blank"
"Samsung DDR2 1GB 1024MB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110520102229","1GB","","Blank"
"Samsung DDR2 1GB 1024MB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110520102512","1GB","","Blank"
"Samsung DDR2 1GB 1024MB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110520102707","1GB","","Blank"
"Samsung DDR2 1GB 1024MB PC2-4200S 533MHz Lodimm Desktop Memory DRAM 240pin","osst-20110520103251","1GB","","Blank"
"Samsung DDR2 1GB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin","osst-20110520103537","1GB","","Blank"
"Samsung DDR2 1GB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin","osst-20110520103707","1GB","","Blank"
"Samsung DDR2 2GB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110521014506","2GB","","Blank"
"Samsung DDR2 2GB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110521014755","2GB","","Blank"
"Samsung DDR2 2GB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110521015118","2GB","","Blank"
"Samsung DDR2 2GB PC2-4200S 533MHz Lodimm Desktop Memory DRAM 240pin","osst-20110521020148","2GB","","Blank"
"Samsung DDR2 2GB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin","osst-20110521020355","2GB","","Blank"
"Samsung DDR2 2GB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin","osst-20110521020604","2GB","","Blank"
"Samsung DDR2 4GB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110521021345","4GB","","Blank"
"Samsung DDR2 4GB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110521021607","4GB","","Blank"
"Samsung DDR2 4GB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110521021759","4GB","","Blank"
"Samsung DDR2 4GB PC2-4200S 533MHz Lodimm Desktop Memory DRAM 240pin","osst-20110521022348","4GB","","Blank"
"Samsung DDR2 4GB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin","osst-20110521022557","4GB","","Blank"
"Samsung DDR2 4GB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin","osst-20110521022742","4GB","","Blank"
"Qimonda DDR2 512MB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook ","osst-20110521024635","512MB","","Blank"
"Qimonda DDR2 512MB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook ","osst-20110521025003","512MB","","Blank"
"Infineon DDR2 512MB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook ","osst-20110521025126","512MB","","Blank"
"Infineon DDR2 512MB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook ","osst-20110521025331","512MB","","Blank"
"Qimonda DDR2 512MB PC2-4200S 533MHz Lodimm Desktop Memory DRAM 240pin","osst-20110521025734","512MB","","Blank"
"Infineon DDR2 512MB PC2-4200S 533MHz Lodimm Desktop Memory DRAM 240pin","osst-20110521030024","512MB","","Blank"
"Qimonda DDR2 512MB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin","osst-20110521030150","512MB","","Blank"
"Qimonda DDR2 1GB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110521031201","1GB","","Blank"
"Qimonda DDR2 1GB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110521031401","1GB","","Blank"
"Qimonda DDR2 1GB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110521031613","1GB","","Blank"
"Qimonda DDR2 1GB PC2-4200S 533MHz Lodimm Desktop Memory DRAM 240pin","osst-20110521032421","1GB","","Blank"
"Infineon DDR2 1GB PC2-4200S 533MHz Lodimm Desktop Memory DRAM 240pin","osst-20110521032430","1GB","","Blank"
"Infineon DDR2 1GB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin","osst-20110521032920","1GB","","Blank"
"Infineon DDR2 1GB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin","osst-20110521033122","1GB","","Blank"
"Qimonda DDR2 1GB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin","osst-20110521033135","1GB","","Blank"
"Qimonda DDR2 1GB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin","osst-20110521033430","1GB","","Blank"
"Qimonda DDR2 2GB 2048MB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110521035037","2GB","","Blank"
"Qimonda DDR2 2GB 2048MB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110521035258","2GB","","Blank"
"Qimonda DDR2 2GB 2048MB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110521035453","2GB","","Blank"
"Qimonda DDR2 2GB PC2-4200S 533MHz Lodimm Desktop Memory DRAM 240pin","osst-20110521041622","2GB","","Blank"
"Qimonda DDR2 2GB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin","osst-20110521042009","2GB","","Blank"
"Qimonda DDR2 2GB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin","osst-20110521042151","2GB","","Blank"
"Qimonda DDR2 4GB PC2-4200S 533MHz Lodimm Desktop Memory DRAM 240pin","osst-20110521043955","4GB","","Blank"
"Qimonda DDR2 4GB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110521044005","4GB","","Blank"
"Qimonda DDR2 4GB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110521044935","4GB","","Blank"
"Qimonda DDR2 4GB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110521045143","4GB","","Blank"
"Qimonda DDR2 4GB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin","osst-20110521045515","4GB","","Blank"
"Qimonda DDR2 4GB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin","osst-20110521045702","4GB","","Blank"
"Elixir DDR2 512MB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110523015359","512MB","","Blank"
"Nanya DDR2 512MB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110523015701","512MB","","Nanya"
"Elpida DDR2 512MB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110523015801","512MB","","Blank"
"Micron DDR2 512MB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110523015805","512MB","","Blank"
"Elixir DDR2 512MB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110523020220","512MB","","Blank"
"Nanya DDR2 512MB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110523021343","512MB","","Nanya"
"Elpida DDR2 512MB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110523021812","512MB","","Blank"
"Micron DDR2 512MB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110523022150","512MB","","Blank"
"Micron DDR2 512MB PC2-4200S 533MHz Lodimm Desktop Memory DRAM 240pin","osst-20110523022905","512MB","","Blank"
"Micron DDR2 512MB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin","osst-20110523023246","512MB","","Blank"
"Elpida DDR2 512MB PC2-4200S 533MHz Lodimm Desktop Memory DRAM 240pin","osst-20110523023642","512MB","","Blank"
"Elpida DDR2 512MB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin","osst-20110523024027","512MB","","Blank"
"Nanya DDR2 512MB PC2-4200S 533MHz Lodimm Desktop Memory DRAM 240pin","osst-20110523024517","512MB","","Nanya"
"elixir DDR2 512MB PC2-4200S 533MHz Lodimm Desktop Memory DRAM 240pin","osst-20110523024831","512MB","","Blank"
"elixir DDR2 512MB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin","osst-20110523024953","512MB","","Blank"
"Nanya DDR2 512MB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin","osst-20110523025129","512MB","","Nanya"
"Micron DDR2 1GB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110523030920","1GB","","Blank"
"Micron DDR2 1GB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110523031446","1GB","","Blank"
"Micron DDR2 1GB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110523031619","1GB","","Blank"
"Micron DDR2 2GB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110523031751","2GB","","Blank"
"Micron DDR2 2GB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110523032008","2GB","","Blank"
"Micron DDR2 2GB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110523032149","2GB","","Blank"
"Micron DDR2 1GB PC2-4200S 533MHz Lodimm Desktop Memory DRAM 240pin","osst-20110523033152","1GB","","Blank"
"Micron DDR2 1GB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin","osst-20110523034138","1GB","","Blank"
"Micron DDR2 1GB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin","osst-20110523034437","1GB","","Blank"
"Micron DDR2 2GB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin","osst-20110523034644","2GB","","Blank"
"Micron DDR2 2GB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin","osst-20110523034821","2GB","","Blank"
"Micron DDR2 2GB PC2-4200S 533MHz Lodimm Desktop Memory DRAM 240pin","osst-20110523035004","2GB","","Blank"
"Micron DDR2 4GB PC2-4200S 533MHz DRAM Lodimm Lo-Dimm Desktop Memory Module 240pin","osst-20110523035845","4GB","","Micron"
"Micron DDR2 4GB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin","osst-20110523040717","4GB","","Blank"
"Micron DDR2 4GB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin","osst-20110523040959","4GB","","Blank"
"Micron DDR2 4GB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110523041649","4GB","","Blank"
"Micron DDR2 4GB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110523042641","4GB","","Blank"
"Micron DDR2 4GB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110523042828","4GB","","Blank"
"Elpida DDR2 1GB 1024MB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110524015800","1GB","","Blank"
"Elpida DDR2 1GB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110524020130","1GB","","Blank"
"Elpida DDR2 1GB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110524020308","1GB","","Blank"
"Elpida DDR2 2GB 2048MB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110524020543","2GB","","Blank"
"Elpida DDR2 2GB 2048MB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110524020544","2GB","","Blank"
"Elpida DDR2 2GB 2048MB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110524020546","2GB","","Blank"
"Elpida DDR2 4GB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110524020851","4GB","","Blank"
"Elpida DDR2 4GB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110524020901","4GB","","Blank"
"Elpida DDR2 4GB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110524020902","4GB","","Blank"
"Elpida DDR2 1GB PC2-4200S 533MHz Lodimm Desktop Memory DRAM 240pin","osst-20110524023947","1GB","","Blank"
"Elpida DDR2 2GB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin","osst-20110524023958","2GB","","Blank"
"Elpida DDR2 2GB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin","osst-20110524023944","2GB","","Blank"
"Elpida DDR2 1GB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin","osst-20110524024212","1GB","","Blank"
"Elpida DDR2 1GB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin","osst-20110524024255","1GB","","Blank"
"Elpida DDR2 2GB PC2-4200S 533MHz Lodimm Desktop Memory DRAM 240pin","osst-20110524024303","2GB","","Blank"
"Elixir DDR2 4GB 4096MB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110524030752","4GB","","Blank"
"Elixir DDR2 4GB 4096MB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110524030756","4GB","","Blank"
"Elixir DDR2 2GB 2048MB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110524030759","2GB","","Blank"
"Elixir DDR2 4GB 4096MB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110524030808","4GB","","Blank"
"Elixir DDR2 1GB 1024MB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110524030825","1GB","","Blank"
"Elixir DDR2 1GB 1024MB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110524030820","1GB","","Blank"
"Nanya DDR2 4GB 4096MB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110524030848","4GB","","Nanya"
"Nanya DDR2 4GB 4096MB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110524030846","4GB","","Nanya"
"Nanya DDR2 2GB 2048MB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110524030859","2GB","","Nanya"
"Nanya DDR2 1GB 1024MB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110524030913","1GB","","Nanya"
"Nanya DDR2 1GB 1024MB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110524030947","1GB","","Nanya"
"Nanya DDR2 4GB 4096MB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110524031417","4GB","","Nanya"
"Elixir DDR2 2GB 2048MB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110524031537","2GB","","Blank"
"Elixir DDR2 2GB 2048MB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110524031540","2GB","","Blank"
"Elixir DDR2 1GB 1024MB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110524031546","1GB","","Blank"
"Nanya DDR2 2GB 2048MB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110524032337","2GB","","Nanya"
"Nanya DDR2 2GB 2048MB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110524032340","2GB","","Nanya"
"Nanya DDR2 1GB 1024MB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook","osst-20110524032456","1GB","","Nanya"
"Nanya DDR2 2GB 2048MB PC2-4200S 533MHz Lodimm Desktop Memory DRAM 240pin","osst-20110524035621","2GB","","Nanya"
"Nanya DDR2 2GB 2048MB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin","osst-20110524035624","2GB","","Nanya"
"Nanya DDR2 2GB 2048MB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin","osst-20110524035626","2GB","","Nanya"
"Elixir DDR2 2GB 2048MB PC2-4200S 533MHz Lodimm Desktop Memory DRAM 240pin","osst-20110524035837","2GB","","Blank"
"Elixir DDR2 2GB 2048MB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin","osst-20110524035846","2GB","","Blank"
"Elixir DDR2 2GB 2048MB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin","osst-20110524035848","2GB","","Blank"
"Nanya DDR2 1GB PC2-4200S 533MHz Lodimm Desktop Memory DRAM 240pin","osst-20110524041349","1GB","","Nanya"
"Nanya DDR2 1GB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin","osst-20110524041356","1GB","","Nanya"
"Elixir DDR2 1GB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin","osst-20110524041406","1GB","","Blank"
