"name","sku","price","meta_description","meta_keyword","meta_title","qty"
"New Maxtor 3.5"" 500GB 5900 RPM 16MB SATA Serial-ATA Hard Disk Driver Desktop PC","osst-20120321094847","78.0000","New Maxtor 3.5"" 500GB 5900 RPM 16MB SATA Serial-ATA Hard Disk Driver Desktop PC","New Maxtor 3.5"" 500GB 5900 RPM 16MB SATA Serial-ATA Hard Disk Driver Desktop PC","New Maxtor 3.5"" 500GB 5900 RPM 16MB SATA Serial-ATA Hard Disk Driver Desktop PC","59.0000"
"New WD Western Digital 3.5"" 120GB 7200 RPM 8MB SATA Hard Disk Driver Desktop PC","osst-20120322014737","55.0000","New WD Western Digital 3.5"" 120GB 7200 RPM 8MB SATA Hard Disk Driver Desktop PC","New WD Western Digital 3.5"" 120GB 7200 RPM 8MB SATA Hard Disk Driver Desktop PC","New WD Western Digital 3.5"" 120GB 7200 RPM 8MB SATA Hard Disk Driver Desktop PC","59.0000"
"New WD Western Digital 3.5"" 160GB 7200 RPM 16MB SATA Hard Disk Driver Desktop PC","osst-20120322014948","58.0000","New WD Western Digital 3.5"" 160GB 7200 RPM 16MB SATA Hard Disk Driver Desktop PC","New WD Western Digital 3.5"" 160GB 7200 RPM 16MB SATA Hard Disk Driver Desktop PC","New WD Western Digital 3.5"" 160GB 7200 RPM 16MB SATA Hard Disk Driver Desktop PC","59.0000"
"New WD Western Digital 3.5"" 200GB 7200 RPM 16MB SATA Hard Disk Driver Desktop PC","osst-20120322015214","65.0000","New WD Western Digital 3.5"" 200GB 7200 RPM 16MB SATA Hard Disk Driver Desktop PC","New WD Western Digital 3.5"" 200GB 7200 RPM 16MB SATA Hard Disk Driver Desktop PC","New WD Western Digital 3.5"" 200GB 7200 RPM 16MB SATA Hard Disk Driver Desktop PC","59.0000"
"New WD Western Digital 3.5"" 250GB 5400 RPM 16MB SATA Hard Disk Driver Desktop PC","osst-20120322015901","68.0000","New WD Western Digital 3.5"" 250GB 5400 RPM 16MB SATA Hard Disk Driver Desktop PC","New WD Western Digital 3.5"" 250GB 5400 RPM 16MB SATA Hard Disk Driver Desktop PC","New WD Western Digital 3.5"" 250GB 5400 RPM 16MB SATA Hard Disk Driver Desktop PC","59.0000"
"New WD Western Digital 3.5"" 250GB 7200 RPM 16MB or 32MB SATA Hard Disk Driver Desktop","osst-20120322021012","75.0000","New WD Western Digital 3.5"" 250GB 7200 RPM 16MB or 32MB SATA Hard Disk Driver Desktop","New WD Western Digital 3.5"" 250GB 7200 RPM 16/32MB SATA Hard Disk Driver Desktop","New WD Western Digital 3.5"" 250GB 7200 RPM 16/32MB SATA Hard Disk Driver Desktop","59.0000"
"New WD Western Digital 3.5"" 320GB 5400 RPM 16MB SATA Hard Disk Driver Desktop PC","osst-20120322021648","82.0000","New WD Western Digital 3.5"" 320GB 5400 RPM 16MB SATA Hard Disk Driver Desktop PC","New WD Western Digital 3.5"" 320GB 5400 RPM 16MB SATA Hard Disk Driver Desktop PC","New WD Western Digital 3.5"" 320GB 5400 RPM 16MB SATA Hard Disk Driver Desktop PC","59.0000"
"New WD Western Digital 3.5"" 320GB 7200 RPM 16MB or 32MB SATA Hard Disk Driver Desktop","osst-20120322021947","88.0000","New WD Western Digital 3.5"" 320GB 7200 RPM 16MB or 32MB SATA Hard Disk Driver Desktop","New WD Western Digital 3.5"" 320GB 7200 RPM 16/32MB SATA Hard Disk Driver Desktop","New WD Western Digital 3.5"" 320GB 7200 RPM 16/32MB SATA Hard Disk Driver Desktop","59.0000"
"New WD Western Digital 3.5"" 400GB 7200 RPM 16MB or 32MB SATA Hard Disk Driver Desktop","osst-20120322022225","85.0000","New WD Western Digital 3.5"" 400GB 7200 RPM 16MB or 32MB SATA Hard Disk Driver Desktop","New WD Western Digital 3.5"" 400GB 7200 RPM 16/32MB SATA Hard Disk Driver Desktop","New WD Western Digital 3.5"" 400GB 7200 RPM 16/32MB SATA Hard Disk Driver Desktop","59.0000"
"New WD Western Digital 3.5"" 400GB 5400 RPM 16MB SATA Hard Disk Driver Desktop PC","osst-20120322022450","78.0000","New WD Western Digital 3.5"" 400GB 5400 RPM 16MB SATA Hard Disk Driver Desktop PC","New WD Western Digital 3.5"" 400GB 5400 RPM 16MB SATA Hard Disk Driver Desktop PC","New WD Western Digital 3.5"" 400GB 5400 RPM 16MB SATA Hard Disk Driver Desktop PC","59.0000"
